# WRITE_FORCE NAME ../data/ch4200_F_BFMSGS_BFMWM/force INTERVAL 100 BFZONE y0,y1; SCALING 1
#           1            2            3            4            5            6            7            8            9           10           11           12           13           14           15           16           17           18           19           20           21
#        step         time         area       area-x       area-y       area-z     f-conv-x     f-conv-y     f-conv-z        f-p-x        f-p-y        f-p-z     f-visc-x     f-visc-y     f-visc-z     f-body-x     f-body-y     f-body-z    f-total-x    f-total-y    f-total-z
      3011100       404.28      157.914            0  4.02167e-12            0            0            0            0            0 -0.000455501            0     0.205775 -8.94718e-07 -6.46779e-05            0            0            0     0.205775 -0.000456396 -6.46779e-05
      3011200      404.293      157.914            0  4.02167e-12            0            0            0            0            0  0.000781831            0     0.205813 -8.71124e-07 -6.44135e-05            0            0            0     0.205813   0.00078096 -6.44135e-05
      3011300      404.306      157.914            0  4.02167e-12            0            0            0            0            0  0.000597838            0     0.205849 -7.17888e-07 -6.39699e-05            0            0            0     0.205849   0.00059712 -6.39699e-05
      3011400       404.32      157.914            0  4.02167e-12            0            0            0            0            0  0.000316775            0     0.205882 -8.29519e-07 -6.39269e-05            0            0            0     0.205882  0.000315946 -6.39269e-05
      3011500      404.333      157.914            0  4.02167e-12            0            0            0            0            0    0.0033572            0     0.205918 -8.90268e-07 -6.40227e-05            0            0            0     0.205918   0.00335631 -6.40227e-05
      3011600      404.347      157.914            0  4.02167e-12            0            0            0            0            0  -0.00211737            0      0.20595 -8.81191e-07 -6.41555e-05            0            0            0      0.20595  -0.00211825 -6.41555e-05
      3011700       404.36      157.914            0  4.02167e-12            0            0            0            0            0  -0.00108382            0      0.20598 -8.22355e-07 -6.41023e-05            0            0            0      0.20598  -0.00108464 -6.41023e-05
      3011800      404.374      157.914            0  4.02167e-12            0            0            0            0            0 -0.000621671            0     0.206011  -7.1528e-07 -6.36539e-05            0            0            0     0.206011 -0.000622386 -6.36539e-05
      3011900      404.387      157.914            0  4.02167e-12            0            0            0            0            0  0.000337664            0     0.206038  -6.1156e-07 -6.34441e-05            0            0            0     0.206038  0.000337053 -6.34441e-05
      3012000        404.4      157.914            0  4.02167e-12            0            0            0            0            0 -0.000185302            0     0.206067 -7.14642e-07 -6.32658e-05            0            0            0     0.206067 -0.000186017 -6.32658e-05
      3012100      404.414      157.914            0  4.02167e-12            0            0            0            0            0  0.000615506            0     0.206096 -8.14286e-07 -6.33363e-05            0            0            0     0.206096  0.000614692 -6.33363e-05
      3012200      404.427      157.914            0  4.02167e-12            0            0            0            0            0  -0.00110817            0     0.206123 -7.38703e-07 -6.29205e-05            0            0            0     0.206123  -0.00110891 -6.29205e-05
